name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Quest for the Necropolis,{B},1.0,Enchantment,"Landfall — Whenever a land enters the battlefield under your control, put a quest counter on Quest for the Necropolis.
{5}{B}, Sacrifice Quest for the Necropolis: Put target creature card from a graveyard onto the battlefield under your control. This ability costs {1} less to activate for each quest counter on Quest for the Necropolis. Activate only as a sorcery.",n/a,n/a,['B'],['B'],['Landfall'],mh3,uncommon
Ral and the Implicit Maze,{3}{R}{R},5.0,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Ral and the Implicit Maze deals 2 damage to each creature and planeswalker your opponents control.
II — You may discard a card. If you do, exile the top two cards of your library. You may play them until the end of your next turn.
III — Create a Spellgorger Weird token. (It's a {2}{R} 2/2 Weird creature with ""Whenever you cast a noncreature spell, put a +1/+1 counter on Spellgorger Weird."")",n/a,n/a,['R'],['R'],[],mh3,uncommon
"Ral, Monsoon Mage // Ral, Leyline Prodigy",n/a,2.0,Legendary Creature — Human Wizard // Legendary Planeswalker — Ral,n/a,n/a,n/a,n/a,"['R', 'U']",['Transform'],mh3,mythic
Razorgrass Ambush // Razorgrass Field,n/a,2.0,Instant // Land,n/a,n/a,n/a,n/a,['W'],[],mh3,uncommon
Reckless Pyrosurfer,{1}{R},2.0,Creature — Human Scout,"Haste
Landfall — Whenever a land enters the battlefield under your control, Reckless Pyrosurfer gains battle cry until end of turn. (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn. Each instance of battle cry triggers separately.)",2,2,['R'],['R'],"['Haste', 'Landfall']",mh3,uncommon
Recruiter of the Guard,{2}{W},3.0,Creature — Human Soldier,"When Recruiter of the Guard enters the battlefield, you may search your library for a creature card with toughness 2 or less, reveal it, put it into your hand, then shuffle.",1,1,['W'],['W'],[],mh3,mythic
Reef Worm,{3}{U},4.0,Creature — Worm,"When Reef Worm dies, create a 3/3 blue Fish creature token with ""When this creature dies, create a 6/6 blue Whale creature token with 'When this creature dies, create a 9/9 blue Kraken creature token.'""",0,1,['U'],['U'],[],mh3,uncommon
Refurbished Familiar,{3}{B},4.0,Artifact Creature — Zombie Rat,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying
When Refurbished Familiar enters the battlefield, each opponent discards a card. For each opponent who can't, you draw a card.",2,1,['B'],['B'],"['Flying', 'Affinity']",mh3,common
Reiterating Bolt,{1}{R},2.0,Sorcery,"Replicate—Pay {E}{E}{E}. (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Reiterating Bolt deals 3 damage to target creature or planeswalker.",n/a,n/a,['R'],['R'],['Replicate'],mh3,uncommon
Retrofitted Transmogrant,{B},1.0,Artifact Creature — Zombie,{3}{B}: Return Retrofitted Transmogrant from your graveyard to the battlefield tapped with two +1/+1 counters on it.,1,1,['B'],['B'],[],mh3,common
Revitalizing Repast // Old-Growth Grove,n/a,1.0,Instant // Land,n/a,n/a,n/a,n/a,"['B', 'G']",[],mh3,uncommon
Riddle Gate Gargoyle,{W}{U},2.0,Artifact Creature — Gargoyle,"Flying
When Riddle Gate Gargoyle enters the battlefield, you get {E}{E}{E} (three energy counters).
Whenever you attack, you may pay {E}{E}. When you do, target creature you control gains lifelink until end of turn.",2,2,"['U', 'W']","['U', 'W']",['Flying'],mh3,common
Ripples of Undeath,{1}{B},2.0,Enchantment,"At the beginning of your precombat main phase, mill three cards. Then you may pay {1} and 3 life. If you do, put a card from among those cards into your hand.",n/a,n/a,['B'],['B'],['Mill'],mh3,rare
Roil Cartographer,{1}{U},2.0,Creature — Merfolk Rogue,"Landfall — Whenever a land enters the battlefield under your control, you get {E} (an energy counter).
{T}, Pay six {E}: Draw three cards.",1,3,['U'],['U'],['Landfall'],mh3,uncommon
Rosecot Knight,{4}{W},5.0,Creature — Human Knight,"Vigilance
When Rosecot Knight enters the battlefield, look at the top six cards of your library. You may reveal an artifact or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, put a +1/+1 counter on Rosecot Knight.",3,4,['W'],['W'],['Vigilance'],mh3,common
"Rosheen, Roaring Prophet",{2}{R}{G},4.0,Legendary Creature — Giant Shaman,"When Rosheen, Roaring Prophet enters the battlefield, mill six cards. You may put a card with {X} in its mana cost from among them into your hand.
{T}: Reveal any number of cards with {X} in their mana cost in your hand. Add {C}{C} for each card revealed this way. Spend this mana only on costs that contain {X}.",4,4,"['G', 'R']","['G', 'R']",['Mill'],mh3,rare
Ruby Medallion,{2},2.0,Artifact,Red spells you cast cost {1} less to cast.,n/a,n/a,[],[],[],mh3,rare
Rush of Inspiration // Crackling Falls,n/a,3.0,Instant // Land,n/a,n/a,n/a,n/a,"['R', 'U']",[],mh3,uncommon
Sage of the Unknowable,{1}{U},2.0,Creature — Human Wizard,{T}: Add {C}. Spend this mana only to cast a colorless spell or to activate an ability.,0,4,['U'],['U'],[],mh3,common
Sapphire Medallion,{2},2.0,Artifact,Blue spells you cast cost {1} less to cast.,n/a,n/a,[],[],[],mh3,rare
Sarpadian Simulacrum,{R},1.0,Artifact Creature — Goblin,"Haste
{3}{R}, Sacrifice Sarpadian Simulacrum: It deals 4 damage to target creature.",1,1,['R'],['R'],['Haste'],mh3,common
Scurrilous Sentry,{3}{B},4.0,Creature — Human Knight Rogue,"Menace
Whenever Scurrilous Sentry enters the battlefield or attacks, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",2,3,['B'],['B'],"['Menace', 'Connive']",mh3,common
Scurry of Gremlins,{2}{R}{W},4.0,Enchantment,"When Scurry of Gremlins enters the battlefield, create two 1/1 red Gremlin creature tokens. Then you get an amount of {E} (energy counters) equal to the number of creatures you control.
Pay {E}{E}{E}{E}: Creatures you control get +1/+0 and gain haste until end of turn.",n/a,n/a,"['R', 'W']","['R', 'W']",[],mh3,uncommon
Seething Landscape,,0.0,Land,"{T}: Add {C}.
{T}, Sacrifice Seething Landscape: Search your library for a basic Island, Swamp, or Mountain card, put it onto the battlefield tapped, then shuffle.
Cycling {U}{B}{R} ({U}{B}{R}, Discard this card: Draw a card.)",n/a,n/a,[],"['B', 'R', 'U']",['Cycling'],mh3,common
Serum Visionary,{2}{U},3.0,Creature — Vedalken Wizard,"When Serum Visionary enters the battlefield, draw a card, then scry 2.",2,2,['U'],['U'],['Scry'],mh3,common
Sevinne's Reclamation,{2}{W},3.0,Sorcery,"Return target permanent card with mana value 3 or less from your graveyard to the battlefield. If this spell was cast from a graveyard, you may copy this spell and may choose a new target for the copy.
Flashback {4}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,['W'],['W'],['Flashback'],mh3,rare
Shadow of the Second Sun,{4}{U}{U},6.0,Enchantment — Aura,"Enchant player
At the beginning of enchanted player's postcombat main phase, there is an additional beginning phase after this phase. (The end step happens after the added untap, upkeep, and draw steps.)",n/a,n/a,['U'],['U'],['Enchant'],mh3,mythic
Shattered Landscape,,0.0,Land,"{T}: Add {C}.
{T}, Sacrifice Shattered Landscape: Search your library for a basic Mountain, Plains, or Swamp card, put it onto the battlefield tapped, then shuffle.
Cycling {R}{W}{B} ({R}{W}{B}, Discard this card: Draw a card.)",n/a,n/a,[],"['B', 'R', 'W']",['Cycling'],mh3,common
Sheltering Landscape,,0.0,Land,"{T}: Add {C}.
{T}, Sacrifice Sheltering Landscape: Search your library for a basic Mountain, Forest, or Plains card, put it onto the battlefield tapped, then shuffle.
Cycling {R}{G}{W} ({R}{G}{W}, Discard this card: Draw a card.)",n/a,n/a,[],"['G', 'R', 'W']",['Cycling'],mh3,common
Shifting Woodland,,0.0,Land,"Shifting Woodland enters the battlefield tapped unless you control a Forest.
{T}: Add {G}.
Delirium — {2}{G}{G}: Shifting Woodland becomes a copy of target permanent card in your graveyard until end of turn. Activate only if there are four or more card types among cards in your graveyard.",n/a,n/a,[],['G'],['Delirium'],mh3,rare
"Shilgengar, Sire of Famine",{3}{B}{B},5.0,Legendary Creature — Elder Demon,"Flying
Sacrifice another creature: Create a Blood token. If you sacrificed an Angel this way, create a number of Blood tokens equal to its toughness instead.
{W/B}{W/B}{W/B}, Sacrifice six Blood tokens: Return each creature card from your graveyard to the battlefield with a finality counter on it. Those creatures are Vampires in addition to their other types.",6,6,['B'],"['B', 'W']",['Flying'],mh3,rare
Shrieking Drake,{U},1.0,Creature — Drake,"Flying
When Shrieking Drake enters the battlefield, return a creature you control to its owner's hand.",1,1,['U'],['U'],['Flying'],mh3,uncommon
Siege Smash,{1}{R},2.0,Instant,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Choose one —
• Destroy target artifact.
• Target creature gets +3/+2 and gains trample until end of turn.",n/a,n/a,['R'],['R'],['Split second'],mh3,common
Signature Slam,{2}{G},3.0,Instant,"Put a +1/+1 counter on target creature you control, then each modified creature you control deals damage equal to its power to target creature you don't control. (Equipment, Auras you control, and counters are modifications.)",n/a,n/a,['G'],['G'],[],mh3,uncommon
Sink into Stupor // Soporific Springs,n/a,3.0,Instant // Land,n/a,n/a,n/a,n/a,['U'],[],mh3,uncommon
Six,{2}{G},3.0,Legendary Creature — Treefolk,"Reach
Whenever Six attacks, mill three cards. You may put a land card from among them into your hand.
As long as it's your turn, nonland permanent cards in your graveyard have retrace. (You may cast permanent cards from your graveyard by discarding a land card in addition to paying their other costs.)",2,4,['G'],['G'],"['Reach', 'Mill']",mh3,rare
Skittering Precursor,{2}{R},3.0,Creature — Eldrazi Drone,"Devoid (This card has no color.)
Menace
Whenever you sacrifice a nontoken permanent, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",3,3,[],['R'],"['Devoid', 'Menace']",mh3,uncommon
"Skoa, Embermage",{4}{R}{R},6.0,Legendary Creature — Goblin Wizard,"When Skoa, Embermage enters the battlefield, it deals 4 damage to any target.
Grandeur — Discard another card named Skoa, Embermage, Sacrifice two Mountains: Skoa deals 4 damage to any target.",4,4,['R'],['R'],['Grandeur'],mh3,common
Smelted Chargebug,{1}{R},2.0,Artifact Creature — Insect,"Menace
When Smelted Chargebug enters the battlefield, you get {E}{E} (two energy counters).
Whenever Smelted Chargebug attacks, you may pay {E}. If you do, another target attacking creature gets +1/+0 and gains menace until end of turn.",1,3,['R'],['R'],['Menace'],mh3,common
Snapping Voidcraw,{1}{G}{U},3.0,Creature — Eldrazi Turtle,"Devoid (This card has no color.)
{T}: Add {C}{C}.
{3}{C}, {T}: Draw a card.",1,3,[],"['G', 'U']",['Devoid'],mh3,common
Sneaky Snacker,{U}{B},2.0,Creature — Faerie Rogue,"Flying
When you draw your third card in a turn, return Sneaky Snacker from your graveyard to the battlefield tapped.",2,1,"['B', 'U']","['B', 'U']",['Flying'],mh3,common
Snow-Covered Wastes,,0.0,Basic Snow Land,{T}: Add {C}.,n/a,n/a,[],[],[],mh3,uncommon
Solar Transformer,{2},2.0,Artifact,"Solar Transformer enters the battlefield tapped.
When Solar Transformer enters the battlefield, you get {E}{E}{E} (three energy counters).
{T}: Add {C}.
{T}, Pay {E}: Add one mana of any color.",n/a,n/a,[],[],[],mh3,uncommon
Solstice Zealot,{2}{W},3.0,Creature — Rhino Cleric,"When Solstice Zealot enters the battlefield, you get {E}{E} (two energy counters).
{T}, Pay {E}: Tap target creature.",2,3,['W'],['W'],[],mh3,common
"Sorin of House Markov // Sorin, Ravenous Neonate",n/a,2.0,Legendary Creature — Human Noble // Legendary Planeswalker — Sorin,n/a,n/a,n/a,n/a,"['B', 'W']","['Lifelink', 'Extort', 'Transform', 'Food']",mh3,mythic
Sowing Mycospawn,{3}{G},4.0,Creature — Eldrazi Fungus,"Devoid (This card has no color.)
Kicker {1}{C} (You may pay an additional {1}{C} as you cast this spell.)
When you cast this spell, search your library for a land card, put it onto the battlefield, then shuffle.
When you cast this spell, if it was kicked, exile target land.",3,3,[],['G'],"['Devoid', 'Kicker']",mh3,rare
Spawn-Gang Commander,{3}{R}{R},5.0,Creature — Eldrazi Goblin,"Devoid (This card has no color.)
When you cast this spell, create three 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
{1}{C}, Sacrifice an Eldrazi: Spawn-Gang Commander deals 2 damage to any target.",2,2,[],['R'],['Devoid'],mh3,uncommon
Springheart Nantuko,{1}{G},2.0,Enchantment Creature — Insect Monk,"Bestow {1}{G}
Enchanted creature gets +1/+1.
Landfall — Whenever a land enters the battlefield under your control, you may pay {1}{G} if Springheart Nantuko is attached to a creature you control. If you do, create a token that's a copy of that creature. If you didn't create a token this way, create a 1/1 green Insect creature token.",1,1,['G'],['G'],"['Bestow', 'Landfall']",mh3,rare
Spymaster's Vault,,0.0,Land,"Spymaster's Vault enters the battlefield tapped unless you control a Swamp.
{T}: Add {B}.
{B}, {T}: Target creature you control connives X, where X is the number of creatures that died this turn. (Draw X cards, then discard X cards. Put a +1/+1 counter on that creature for each nonland card discarded this way.)",n/a,n/a,[],['B'],['Connive'],mh3,rare
Static Prison,{W},1.0,Enchantment,"When Static Prison enters the battlefield, exile target nonland permanent an opponent controls until Static Prison leaves the battlefield. You get {E}{E} (two energy counters).
At the beginning of your precombat main phase, sacrifice Static Prison unless you pay {E}.",n/a,n/a,['W'],['W'],[],mh3,uncommon
Strength of the Harvest // Haven of the Harvest,n/a,3.0,Enchantment — Aura // Land,n/a,n/a,n/a,n/a,"['G', 'W']",['Enchant'],mh3,uncommon
Strix Serenade,{U},1.0,Instant,"Counter target artifact, creature, or planeswalker spell. Its controller creates a 2/2 blue Bird creature token with flying.",n/a,n/a,['U'],['U'],[],mh3,rare
Stump Stomp // Burnwillow Clearing,n/a,2.0,Sorcery // Land,n/a,n/a,n/a,n/a,"['G', 'R']",[],mh3,uncommon
Sundering Eruption // Volcanic Fissure,n/a,3.0,Sorcery // Land,n/a,n/a,n/a,n/a,['R'],[],mh3,uncommon
Suppression Ray // Orderly Plaza,n/a,5.0,Sorcery // Land,n/a,n/a,n/a,n/a,"['U', 'W']",[],mh3,uncommon
Swamp,,0.0,Basic Land — Swamp,({T}: Add {B}.),n/a,n/a,[],['B'],[],mh3,common
Sylvan Safekeeper,{G},1.0,Creature — Human Wizard,Sacrifice a land: Target creature you control gains shroud until end of turn. (It can't be the target of spells or abilities.),1,1,['G'],['G'],[],mh3,rare
"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar",n/a,1.0,Legendary Creature — Moonfolk Wizard // Legendary Planeswalker — Tamiyo,n/a,n/a,n/a,n/a,"['G', 'U']","['Flying', 'Investigate', 'Transform']",mh3,mythic
Tamiyo Meets the Story Circle,{1}{U},2.0,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Until your next turn, whenever a creature attacks you or a planeswalker you control, it gets -2/-0 until end of turn.
II — Discard any number of cards, then investigate twice for each card discarded this way.
III — Shuffle up to three target cards from your graveyard into your library.",n/a,n/a,['U'],['U'],['Investigate'],mh3,uncommon
Temperamental Oozewagg,{3}{G},4.0,Creature — Ooze Brushwagg,"{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Modified creatures you control have trample. (Equipment, Auras you control, and counters are modifications.)",4,4,['G'],['G'],['Adapt'],mh3,common
Tempest Harvester,{1}{U},2.0,Creature — Merfolk Wizard,"When Tempest Harvester enters the battlefield, you get {E}{E} (two energy counters).
{T}, Pay {E}: Draw a card, then discard a card.",2,1,['U'],['U'],[],mh3,common
Territory Culler,{4}{G},5.0,Creature — Eldrazi,"Devoid (This card has no color.)
Reach
Landfall — Whenever a land enters the battlefield under your control, look at the top card of your library. If it's a creature card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.",7,5,[],['G'],"['Reach', 'Devoid', 'Landfall']",mh3,uncommon
The Creation of Avacyn,{1}{B}{B},3.0,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Search your library for a card, exile it face down, then shuffle.
II — Turn the exiled card face up. If it's a creature card, you lose life equal to its mana value.
III — You may put the exiled card onto the battlefield if it's a creature card. If you don't put it onto the battlefield, put it into its owner's hand.",n/a,n/a,['B'],['B'],[],mh3,uncommon
The Hunger Tide Rises,{2}{G},3.0,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Create a 1/1 black and green Insect creature token.
IV — Sacrifice any number of creatures. Search your library and/or graveyard for a creature card with mana value less than or equal to the number of creatures sacrificed this way and put it onto the battlefield. If you search your library this way, shuffle.",n/a,n/a,['G'],['G'],[],mh3,uncommon
The Necrobloom,{1}{W}{B}{G},4.0,Legendary Creature — Plant,"Landfall — Whenever a land enters the battlefield under your control, create a 0/1 green Plant creature token. If you control seven or more lands with different names, create a 2/2 black Zombie creature token instead.
Land cards in your graveyard have dredge 2. (You may return a land card from your graveyard to your hand and mill two cards instead of drawing a card.)",2,7,"['B', 'G', 'W']","['B', 'G', 'W']","['Mill', 'Landfall']",mh3,rare
Thief of Existence,{1}{C}{G},3.0,Creature — Eldrazi,"Devoid (This card has no color.)
When you cast this spell, exile up to one target noncreature, nonland permanent an opponent controls with mana value 4 or less. If you do, Thief of Existence gains ""When this creature leaves the battlefield, target opponent draws a card.""",3,4,[],['G'],['Devoid'],mh3,rare
Thraben Charm,{1}{W},2.0,Instant,"Choose one —
• Thraben Charm deals damage equal to twice the number of creatures you control to target creature.
• Destroy target enchantment.
• Exile any number of target players' graveyards.",n/a,n/a,['W'],['W'],[],mh3,common
Thriving Skyclaw,{2}{R}{R},4.0,Creature — Cat Dragon,"Flying
When Thriving Skyclaw enters the battlefield, you get {E}{E}{E} (three energy counters).
Whenever Thriving Skyclaw attacks, you may pay {E}{E}{E}. If you do, put a +1/+1 counter on it.",3,2,['R'],['R'],['Flying'],mh3,common
Titans' Vanguard,{3}{R}{G},5.0,Creature — Eldrazi,"Devoid (This card has no color.)
When you cast this spell and whenever Titans' Vanguard attacks, put a +1/+1 counter on each colorless creature you control.
Trample",5,5,[],"['G', 'R']","['Devoid', 'Trample']",mh3,uncommon
Toxic Deluge,{2}{B},3.0,Sorcery,"As an additional cost to cast this spell, pay X life.
All creatures get -X/-X until end of turn.",n/a,n/a,['B'],['B'],[],mh3,rare
Tranquil Landscape,,0.0,Land,"{T}: Add {C}.
{T}, Sacrifice Tranquil Landscape: Search your library for a basic Forest, Plains, or Island card, put it onto the battlefield tapped, then shuffle.
Cycling {G}{W}{U} ({G}{W}{U}, Discard this card: Draw a card.)",n/a,n/a,[],"['G', 'U', 'W']",['Cycling'],mh3,common
Trickster's Elk,{2}{G},3.0,Enchantment Creature — Elk,"Bestow {1}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature loses all abilities and is a green Elk creature with base power and toughness 3/3.",3,3,['G'],['G'],['Bestow'],mh3,uncommon
Triton Wavebreaker,{U},1.0,Enchantment Creature — Merfolk Wizard,"Bestow {1}{U} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
As long as Triton Wavebreaker is a creature, it has prowess. (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Enchanted creature gets +1/+1 and has prowess.",1,1,['U'],['U'],['Bestow'],mh3,uncommon
Tune the Narrative,{U},1.0,Instant,Draw a card. You get {E}{E} (two energy counters).,n/a,n/a,['U'],['U'],[],mh3,common
Twisted Landscape,,0.0,Land,"{T}: Add {C}.
{T}, Sacrifice Twisted Landscape: Search your library for a basic Swamp, Mountain, or Forest card, put it onto the battlefield tapped, then shuffle.
Cycling {B}{R}{G} ({B}{R}{G}, Discard this card: Draw a card.)",n/a,n/a,[],"['B', 'G', 'R']",['Cycling'],mh3,common
Twisted Riddlekeeper,{8},8.0,Creature — Eldrazi Sphinx,"Emerge {5}{C}{U} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, tap up to two target permanents. Put a stun counter on each of them. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Flying",5,5,[],['U'],"['Flying', 'Emerge']",mh3,uncommon
Ugin's Binding,{2}{U},3.0,Instant,"Devoid (This card has no color.)
Return target nonland permanent you don't control to its owner's hand.
Whenever you cast a colorless spell with mana value 7 or greater, you may exile Ugin's Binding from your graveyard. When you do, return each nonland permanent you don't control to its owner's hand.",n/a,n/a,[],['U'],['Devoid'],mh3,mythic
Ugin's Labyrinth,,0.0,Land,"Imprint — When Ugin's Labyrinth enters the battlefield, you may exile a colorless card with mana value 7 or greater from your hand.
{T}: Add {C}. If a card is exiled with Ugin's Labyrinth, add {C}{C} instead.
{T}: Return the exiled card to its owner's hand.",n/a,n/a,[],[],['Imprint'],mh3,mythic
"Ulamog, the Defiler",{10},10.0,Legendary Creature — Eldrazi,"When you cast this spell, target opponent exiles the top half of their library, rounded up.
Ward—Sacrifice two permanents.
Ulamog, the Defiler enters the battlefield with a number of +1/+1 counters on it equal to the greatest mana value among cards in exile.
Ulamog has annihilator X, where X is the number of +1/+1 counters on it.",7,7,[],[],['Ward'],mh3,mythic
Unfathomable Truths,{4}{U},5.0,Instant,"Devoid (This card has no color.)
Draw three cards and create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",n/a,n/a,[],['U'],['Devoid'],mh3,common
Unstable Amulet,{1}{R},2.0,Artifact,"When Unstable Amulet enters the battlefield, you get {E}{E} (two energy counters).
Whenever you cast a spell from anywhere other than your hand, Unstable Amulet deals 1 damage to each opponent.
{T}, Pay {E}{E}: Exile the top card of your library. You may play it until you exile another card with Unstable Amulet.",n/a,n/a,['R'],['R'],[],mh3,uncommon
Urza's Cave,,0.0,Land — Urza's Cave,"{T}: Add {C}.
{3}, {T}, Sacrifice Urza's Cave: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",n/a,n/a,[],[],[],mh3,uncommon
Urza's Incubator,{3},3.0,Artifact,"As Urza's Incubator enters the battlefield, choose a creature type.
Creature spells of the chosen type cost {2} less to cast.",n/a,n/a,[],[],[],mh3,rare
Utter Insignificance,{1}{U},2.0,Enchantment — Aura,"Flash
Enchant creature
Enchanted creature loses all abilities and has base power and toughness 1/1.
{2}{C}: Exile enchanted creature.",n/a,n/a,['U'],['U'],"['Enchant', 'Flash']",mh3,common
Vexing Bauble,{1},1.0,Artifact,"Whenever a player casts a spell, if no mana was spent to cast it, counter that spell.
{1}, {T}, Sacrifice Vexing Bauble: Draw a card.",n/a,n/a,[],[],[],mh3,uncommon
Victimize,{2}{B},3.0,Sorcery,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",n/a,n/a,['B'],['B'],[],mh3,uncommon
Voidpouncer,{1}{R},2.0,Creature — Eldrazi,"Devoid (This card has no color.)
Kicker {2}{C} (You may pay an additional {2}{C} as you cast this spell.)
If Voidpouncer was kicked, it enters the battlefield with two +1/+1 counters and a trample counter on it and with haste.",3,1,[],['R'],"['Devoid', 'Kicker']",mh3,common
Volatile Stormdrake,{1}{U},2.0,Creature — Drake,"Flying, hexproof from activated and triggered abilities
When Volatile Stormdrake enters the battlefield, exchange control of Volatile Stormdrake and target creature an opponent controls. If you do, you get {E}{E}{E}{E}, then sacrifice that creature unless you pay an amount of {E} equal to its mana value.",3,2,['U'],['U'],"['Flying', 'Hexproof from', 'Hexproof']",mh3,rare
Voltstorm Angel,{3}{W}{W},5.0,Creature — Angel,"Flying
When Voltstorm Angel enters the battlefield, you get {E}{E}{E} (three energy counters).
At the beginning of combat on your turn, you may pay {E}{E}. When you do, choose one —
• Voltstorm Angel gains vigilance and lifelink until end of turn.
• Other creatures you control get +1/+1 until end of turn.",4,4,['W'],['W'],['Flying'],mh3,uncommon
Warped Tusker,{7},7.0,Creature — Eldrazi Boar Beast,"Reach
When you cast or cycle Warped Tusker, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""
Cycling {2}{G} ({2}{G}, Discard this card: Draw a card.)",6,8,[],['G'],"['Reach', 'Cycling']",mh3,common
Warren Soultrader,{2}{B},3.0,Creature — Zombie Goblin Wizard,"Pay 1 life, Sacrifice another creature: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,3,['B'],['B'],['Treasure'],mh3,rare
Wastescape Battlemage,{1}{C},2.0,Creature — Eldrazi Wizard,"Kicker {G} and/or {1}{U}
When you cast this spell, if it was kicked with its {G} kicker, exile target artifact or enchantment an opponent controls.
When you cast this spell, if it was kicked with its {1}{U} kicker, return target creature an opponent controls to its owner's hand.",2,2,[],"['G', 'U']",['Kicker'],mh3,uncommon
Waterlogged Teachings // Inundated Archive,n/a,4.0,Instant // Land,n/a,n/a,n/a,n/a,"['B', 'U']",[],mh3,uncommon
Wheel of Potential,{2}{R},3.0,Sorcery,"You get {E}{E}{E} (three energy counters), then you may pay X {E}.
Each player may exile their hand and draw X cards. If X is 7 or more, you may play cards you own exiled this way until the end of your next turn.",n/a,n/a,['R'],['R'],[],mh3,rare
White Orchid Phantom,{W}{W},2.0,Creature — Spirit Knight,"Flying, first strike
When White Orchid Phantom enters the battlefield, destroy up to one target nonbasic land. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.",2,2,['W'],['W'],"['Flying', 'First strike']",mh3,rare
Wight of the Reliquary,{B}{G},2.0,Creature — Zombie Knight,"Vigilance
Wight of the Reliquary gets +1/+1 for each creature card in your graveyard.
{T}, Sacrifice another creature: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",2,2,"['B', 'G']","['B', 'G']",['Vigilance'],mh3,rare
Windswept Heath,,0.0,Land,"{T}, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle.",n/a,n/a,[],[],[],mh3,rare
Wing It,{1}{W},2.0,Instant,Target creature gets +2/+2 until end of turn. Put a flying counter on it. Scry 1.,n/a,n/a,['W'],['W'],['Scry'],mh3,common
Winter Moon,{2},2.0,Artifact,Players can't untap more than one nonbasic land during their untap steps.,n/a,n/a,[],[],[],mh3,rare
Wirewood Symbiote,{G},1.0,Creature — Insect,Return an Elf you control to its owner's hand: Untap target creature. Activate only once each turn.,1,1,['G'],['G'],[],mh3,uncommon
Witch Enchanter // Witch-Blessed Meadow,n/a,4.0,Creature — Human Warlock // Land,n/a,n/a,n/a,n/a,['W'],[],mh3,uncommon
Wither and Bloom,{1}{B},2.0,Instant,"Target creature gets -3/-3 until end of turn.
{1}{B}, Exile Wither and Bloom from your graveyard: Put a +1/+1 counter on target creature you control. Activate only as a sorcery.",n/a,n/a,['B'],['B'],[],mh3,common
Wooded Foothills,,0.0,Land,"{T}, Pay 1 life, Sacrifice Wooded Foothills: Search your library for a Mountain or Forest card, put it onto the battlefield, then shuffle.",n/a,n/a,[],[],[],mh3,rare
Worn Powerstone,{3},3.0,Artifact,"Worn Powerstone enters the battlefield tapped.
{T}: Add {C}{C}.",n/a,n/a,[],[],[],mh3,uncommon
Wrath of the Skies,{X}{W}{W},2.0,Sorcery,"You get X {E} (energy counters), then you may pay any amount of {E}. Destroy each artifact, creature, and enchantment with mana value less than or equal to the amount of {E} paid this way.",n/a,n/a,['W'],['W'],[],mh3,rare
Writhing Chrysalis,{2}{R}{G},4.0,Creature — Eldrazi Drone,"Devoid (This card has no color.)
When you cast this spell, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
Reach
Whenever you sacrifice another Eldrazi, put a +1/+1 counter on Writhing Chrysalis.",2,3,[],"['G', 'R']","['Reach', 'Devoid']",mh3,common
