name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Sonar Strike,{1}{W},2.0,Instant,"Sonar Strike deals 4 damage to target attacking, blocking, or tapped creature. You gain 3 life if you control a Bat.",n/a,n/a,['W'],['W'],[],blb,common
Spellgyre,{2}{U}{U},4.0,Instant,"Choose one —
• Counter target spell.
• Surveil 2, then draw two cards. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",n/a,n/a,['U'],['U'],['Surveil'],blb,uncommon
Splash Lasher,{3}{U},4.0,Creature — Frog Wizard,"Offspring {1}{U} (You may pay an additional {1}{U} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, tap up to one target creature and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",3,3,['U'],['U'],[],blb,uncommon
Splash Portal,{U},1.0,Sorcery,"Exile target creature you control, then return it to the battlefield under its owner's control. If that creature is a Bird, Frog, Otter, or Rat, draw a card.",n/a,n/a,['U'],['U'],[],blb,uncommon
Star Charter,{3}{W},4.0,Creature — Bat Cleric,"Flying
At the beginning of your end step, if you gained or lost life this turn, look at the top four cards of your library. You may reveal a creature card with power 3 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",3,1,['W'],['W'],['Flying'],blb,uncommon
Starfall Invocation,{3}{W}{W},5.0,Sorcery,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Destroy all creatures. If the gift was promised, return a creature card put into your graveyard this way to the battlefield under your control.",n/a,n/a,['W'],['W'],['Gift'],blb,rare
Starforged Sword,{4},4.0,Artifact — Equipment,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, when it enters, they create a tapped 1/1 blue Fish creature token.)
When Starforged Sword enters, if the gift was promised, attach Starforged Sword to target creature you control.
Equipped creature gets +3/+3 and loses flying.
Equip {3}",n/a,n/a,[],[],"['Gift', 'Equip']",blb,uncommon
Stargaze,{X}{B}{B},2.0,Sorcery,Look at twice X cards from the top of your library. Put X cards from among them into your hand and the rest into your graveyard. You lose X life.,n/a,n/a,['B'],['B'],[],blb,uncommon
Starlit Soothsayer,{2}{B},3.0,Creature — Bat Cleric,"Flying
At the beginning of your end step, if you gained or lost life this turn, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",2,2,['B'],['B'],"['Flying', 'Surveil']",blb,common
Starscape Cleric,{1}{B},2.0,Creature — Bat Cleric,"Offspring {2}{B} (You may pay an additional {2}{B} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Flying
This creature can't block.
Whenever you gain life, each opponent loses 1 life.",2,1,['B'],['B'],['Flying'],blb,uncommon
Starseer Mentor,{3}{W}{B},5.0,Creature — Bat Warlock,"Flying, vigilance
At the beginning of your end step, if you gained or lost life this turn, target opponent loses 3 life unless they sacrifice a nonland permanent or discard a card.",3,5,"['B', 'W']","['B', 'W']","['Flying', 'Vigilance']",blb,uncommon
Steampath Charger,{1}{R},2.0,Creature — Lizard Warlock,"Offspring {2} (You may pay an additional {2} as you cast this spell. If do, when this creature enters, create a 1/1 token copy of it.)
When this creature dies, it deals 1 damage to target player.",2,1,['R'],['R'],[],blb,common
Stickytongue Sentinel,{2}{G},3.0,Creature — Frog Warrior,"Reach
When Stickytongue Sentinel enters, return up to one other target permanent you control to its owner's hand.",3,3,['G'],['G'],['Reach'],blb,common
Stocking the Pantry,{G},1.0,Enchantment,"Whenever you put one or more +1/+1 counters on a creature you control, put a supply counter on Stocking the Pantry.
{2}, Remove a supply counter from Stocking the Pantry: Draw a card.",n/a,n/a,['G'],['G'],[],blb,uncommon
Stormcatch Mentor,{U}{R},2.0,Creature — Otter Wizard,"Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Instant and sorcery spells you cast cost {1} less to cast.",1,1,"['R', 'U']","['R', 'U']","['Prowess', 'Haste']",blb,uncommon
Stormchaser's Talent,{U},1.0,Enchantment — Class,"(Gain the next level as a sorcery to add its ability.)
When Stormchaser's Talent enters, create a 1/1 blue and red Otter creature token with prowess.
{3}{U}: Level 2
When this Class becomes level 2, return target instant or sorcery card from your graveyard to your hand.
{5}{U}: Level 3
Whenever you cast an instant or sorcery spell, create a 1/1 blue and red Otter creature token with prowess.",n/a,n/a,['U'],['U'],[],blb,rare
Stormsplitter,{3}{R},4.0,Creature — Otter Wizard,"Haste
Whenever you cast an instant or sorcery spell, create a token that's a copy of Stormsplitter. Exile that token at the beginning of the next end step.",1,4,['R'],['R'],['Haste'],blb,mythic
Sugar Coat,{2}{U},3.0,Enchantment — Aura,"Flash
Enchant creature or Food
Enchanted permanent is a colorless Food artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life"" and loses all other card types and abilities.",n/a,n/a,['U'],['U'],"['Enchant', 'Flash']",blb,uncommon
Sunshower Druid,{G},1.0,Creature — Frog Druid,"When Sunshower Druid enters, put a +1/+1 counter on target creature and you gain 1 life.",0,2,['G'],['G'],[],blb,common
Sunspine Lynx,{2}{R}{R},4.0,Creature — Elemental Cat,"Players can't gain life.
Damage can't be prevented.
When Sunspine Lynx enters, it deals damage to each player equal to the number of nonbasic lands that player controls.",5,4,['R'],['R'],[],blb,rare
Swamp,,0.0,Basic Land — Swamp,({T}: Add {B}.),n/a,n/a,[],['B'],[],blb,common
Swiftwater Cliffs,,0.0,Land,"Swiftwater Cliffs enters the battlefield tapped.
When Swiftwater Cliffs enters the battlefield, you gain 1 life.
{T}: Add {U} or {R}.",n/a,n/a,[],"['R', 'U']",[],blb,common
Sword of Vengeance,{3},3.0,Artifact — Equipment,"Equipped creature gets +2/+0 and has first strike, vigilance, trample, and haste.
Equip {3}",n/a,n/a,[],[],['Equip'],blb,rare
Take Out the Trash,{1}{R},2.0,Instant,"Take Out the Trash deals 3 damage to target creature or planeswalker. If you control a Raccoon, you may discard a card. If you do, draw a card.",n/a,n/a,['R'],['R'],[],blb,common
Tangle Tumbler,{3},3.0,Artifact — Vehicle,"Vigilance
{3}, {T}: Put a +1/+1 counter on target creature.
Tap two untapped tokens you control: Tangle Tumbler becomes an artifact creature until end of turn.",6,6,[],[],['Vigilance'],blb,uncommon
Teapot Slinger,{3}{R},4.0,Creature — Raccoon Warrior,"Menace
Whenever you expend 4, Teapot Slinger deals 2 damage to each opponent. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",3,4,['R'],['R'],['Menace'],blb,uncommon
Tempest Angler,{1}{U/R}{U/R},3.0,Creature — Otter Wizard,"Whenever you cast a noncreature spell, put a +1/+1 counter on Tempest Angler.",2,2,"['R', 'U']","['R', 'U']",[],blb,common
Tender Wildguide,{1}{G},2.0,Creature — Possum Druid,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
{T}: Add one mana of any color.
{T}: Put a +1/+1 counter on this creature.",2,2,['G'],['G'],[],blb,rare
The Infamous Cruelclaw,{1}{B}{R},3.0,Legendary Creature — Weasel Mercenary,"Menace
Whenever The Infamous Cruelclaw deals combat damage to a player, exile cards from the top of your library until you exile a nonland card. You may cast that card by discarding a card rather than paying its mana cost.",3,3,"['B', 'R']","['B', 'R']",['Menace'],blb,mythic
Thieving Otter,{2}{U},3.0,Creature — Otter,"Whenever Thieving Otter deals damage to an opponent, draw a card.",2,2,['U'],['U'],[],blb,common
Thistledown Players,{2}{W},3.0,Creature — Mouse Bard,"Whenever Thistledown Players attacks, untap target nonland permanent.",3,3,['W'],['W'],[],blb,common
Thornplate Intimidator,{3}{B},4.0,Creature — Rat Rogue,"Offspring {3} (You may pay an additional {3} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, target opponent loses 3 life unless they sacrifice a nonland permanent or discard a card.",4,3,['B'],['B'],[],blb,common
Thornvault Forager,{1}{G},2.0,Creature — Squirrel Ranger,"{T}: Add {G}.
{T}, Forage: Add two mana in any combination of colors. (To forage, exile three cards from your graveyard or sacrifice a Food.)
{3}{G}, {T}: Search your library for a Squirrel card, reveal it, put it into your hand, then shuffle.",2,2,['G'],['G'],[],blb,rare
Thought Shucker,{1}{U},2.0,Creature — Rat Rogue,Threshold — {1}{U}: Put a +1/+1 counter on Thought Shucker and draw a card. Activate only if seven or more cards are in your graveyard and only once.,1,3,['U'],['U'],['Threshold'],blb,common
Thought-Stalker Warlock,{2}{B},3.0,Creature — Lizard Warlock,"Menace (This creature can't be blocked except by two or more creatures.)
When Thought-Stalker Warlock enters, choose target opponent. If they lost life this turn, they reveal their hand, you choose a nonland card from it, and they discard that card. Otherwise, they discard a card.",2,2,['B'],['B'],['Menace'],blb,uncommon
Three Tree City,,0.0,Legendary Land,"As Three Tree City enters, choose a creature type.
{T}: Add {C}.
{2}, {T}: Choose a color. Add an amount of mana of that color equal to the number of creatures you control of the chosen type.",n/a,n/a,[],[],[],blb,rare
Three Tree Mascot,{2},2.0,Artifact Creature — Shapeshifter,"Changeling (This card is every creature type.)
{1}: Add one mana of any color. Activate only once each turn.",2,1,[],[],['Changeling'],blb,common
Three Tree Rootweaver,{1}{G},2.0,Creature — Mole Druid,{T}: Add one mana of any color.,1,3,['G'],['G'],[],blb,common
Three Tree Scribe,{1}{G},2.0,Creature — Frog Druid,"Whenever Three Tree Scribe or another creature you control leaves the battlefield without dying, put a +1/+1 counter on target creature you control.",2,3,['G'],['G'],[],blb,uncommon
Thundertrap Trainer,{1}{U},2.0,Creature — Otter Wizard,"Offspring {4} (You may pay an additional {4} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",1,2,['U'],['U'],[],blb,rare
Tidecaller Mentor,{1}{U}{B},3.0,Creature — Rat Wizard,"Menace
Threshold — When Tidecaller Mentor enters, if seven or more cards are in your graveyard, return up to one target nonland permanent to its owner's hand.",3,3,"['B', 'U']","['B', 'U']","['Threshold', 'Menace']",blb,uncommon
Treeguard Duo,{3}{G},4.0,Creature — Frog Rabbit,"When Treeguard Duo enters, until end of turn, target creature you control gains vigilance and gets +X/+X, where X is the number of creatures you control.",3,4,['G'],['G'],[],blb,common
Treetop Sentries,{3}{G},4.0,Creature — Squirrel Archer,"Reach
When Treetop Sentries enters, you may forage. If you do, draw a card. (To forage, exile three cards from your graveyard or sacrifice a Food.)",2,4,['G'],['G'],"['Forage', 'Reach']",blb,common
Uncharted Haven,,0.0,Land,"Uncharted Haven enters the battlefield tapped.
As Uncharted Haven enters the battlefield, choose a color.
{T}: Add one mana of the chosen color.",n/a,n/a,[],[],[],blb,common
Valley Flamecaller,{2}{R},3.0,Creature — Lizard Warlock,"If a Lizard, Mouse, Otter, or Raccoon you control would deal damage to a permanent or player, it deals that much damage plus 1 instead.",3,3,['R'],['R'],[],blb,rare
Valley Floodcaller,{2}{U},3.0,Creature — Otter Wizard,"Flash
You may cast noncreature spells as though they had flash.
Whenever you cast a noncreature spell, Birds, Frogs, Otters, and Rats you control get +1/+1 until end of turn. Untap them.",2,2,['U'],['U'],['Flash'],blb,rare
Valley Mightcaller,{G},1.0,Creature — Frog Warrior,"Trample
Whenever another Frog, Rabbit, Raccoon, or Squirrel you control enters, put a +1/+1 counter on Valley Mightcaller.",1,1,['G'],['G'],['Trample'],blb,rare
Valley Questcaller,{1}{W},2.0,Creature — Rabbit Warrior,"Whenever one or more other Rabbits, Bats, Birds, and/or Mice you control enter, scry 1.
Other Rabbits, Bats, Birds, and Mice you control get +1/+1.",2,3,['W'],['W'],['Scry'],blb,rare
Valley Rally,{2}{R},3.0,Instant,"Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Creatures you control get +2/+0 until end of turn. If the gift was promised, target creature you control gains first strike until end of turn.",n/a,n/a,['R'],['R'],"['Gift', 'Food']",blb,uncommon
Valley Rotcaller,{1}{B},2.0,Creature — Squirrel Warlock,"Menace
Whenever Valley Rotcaller attacks, each opponent loses X life and you gain X life, where X is the number of other Squirrels, Bats, Lizards, and Rats you control.",1,3,['B'],['B'],['Menace'],blb,rare
Veteran Guardmouse,{3}{R/W},4.0,Creature — Mouse Soldier,"Valiant — Whenever Veteran Guardmouse becomes the target of a spell or ability you control for the first time each turn, it gets +1/+0 and gains first strike until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)",3,4,"['R', 'W']","['R', 'W']","['Valiant', 'Scry']",blb,common
Vinereap Mentor,{B}{G},2.0,Creature — Squirrel Druid,"When Vinereap Mentor enters or dies, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",3,2,"['B', 'G']","['B', 'G']",['Food'],blb,uncommon
"Vren, the Relentless",{2}{U}{B},4.0,Legendary Creature — Rat Rogue,"Ward {2}
If a creature an opponent controls would die, exile it instead.
At the beginning of each end step, create X 1/1 black Rat creature tokens with ""This creature gets +1/+1 for each other Rat you control,"" where X is the number of creatures your opponents controlled that were exiled this turn.",3,4,"['B', 'U']","['B', 'U']",['Ward'],blb,rare
Wandertale Mentor,{R}{G},2.0,Creature — Raccoon Bard,"Whenever you expend 4, put a +1/+1 counter on Wandertale Mentor. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
{T}: Add {R} or {G}.",2,2,"['G', 'R']","['G', 'R']",[],blb,uncommon
Warren Elder,{1}{W},2.0,Creature — Rabbit Cleric,{3}{W}: Creatures you control get +1/+1 until end of turn.,2,2,['W'],['W'],[],blb,common
Warren Warleader,{2}{W}{W},4.0,Creature — Rabbit Knight,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Whenever you attack, choose one —
• Create a 1/1 white Rabbit creature token that's tapped and attacking.
• Attacking creatures you control get +1/+1 until end of turn.",4,4,['W'],['W'],[],blb,mythic
War Squeak,{R},1.0,Enchantment — Aura,"Enchant creature
When War Squeak enters, target creature an opponent controls can't block this turn.
Enchanted creature gets +1/+1 and has haste.",n/a,n/a,['R'],['R'],['Enchant'],blb,common
Waterspout Warden,{2}{U},3.0,Creature — Frog Soldier,"Whenever Waterspout Warden attacks, if another creature entered the battlefield under your control this turn, Waterspout Warden gains flying until end of turn.",3,2,['U'],['U'],[],blb,common
Wax-Wane Witness,{3}{W},4.0,Creature — Bat Cleric,"Flying, vigilance
Whenever you gain or lose life during your turn, Wax-Wane Witness gets +1/+0 until end of turn.",2,4,['W'],['W'],"['Flying', 'Vigilance']",blb,common
Wear Down,{1}{G},2.0,Sorcery,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Destroy target artifact or enchantment. If the gift was promised, instead destroy two target artifacts and/or enchantments.",n/a,n/a,['G'],['G'],['Gift'],blb,uncommon
Whiskerquill Scribe,{1}{R},2.0,Creature — Mouse Citizen,"Valiant — Whenever Whiskerquill Scribe becomes the target of a spell or ability you control for the first time each turn, you may discard a card. If you do, draw a card.",2,2,['R'],['R'],['Valiant'],blb,common
Whiskervale Forerunner,{3}{W},4.0,Creature — Mouse Bard,"Valiant — Whenever Whiskervale Forerunner becomes the target of a spell or ability you control for the first time each turn, look at the top five cards of your library. You may reveal a creature card with mana value 3 or less from among them. You may put it onto the battlefield if it's your turn. If you don't put it onto the battlefield, put it into your hand. Put the rest on the bottom of your library in a random order.",3,4,['W'],['W'],['Valiant'],blb,rare
Wick's Patrol,{4}{B}{B},6.0,Creature — Rat Warlock,"When Wick's Patrol enters, mill three cards. When you do, target creature an opponent controls gets -X/-X until end of turn, where X is the greatest mana value among cards in your graveyard.",5,3,['B'],['B'],['Mill'],blb,uncommon
"Wick, the Whorled Mind",{3}{B},4.0,Legendary Creature — Rat Warlock,"Whenever Wick or another Rat you control enters, create a 1/1 black Snail creature token if you don't control a Snail. Otherwise, put a +1/+1 counter on a Snail you control.
{U}{B}{R}, Sacrifice a Snail: Wick deals damage equal to the sacrificed creature's power to each opponent. Then draw cards equal to the sacrificed creature's power.",2,4,['B'],"['B', 'R', 'U']",[],blb,rare
Wildfire Howl,{1}{R}{R},3.0,Sorcery,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Wildfire Howl deals 2 damage to each creature. If the gift was promised, instead Wildfire Howl deals 1 damage to any target and 2 damage to each creature.",n/a,n/a,['R'],['R'],['Gift'],blb,uncommon
Wishing Well,{3}{U},4.0,Artifact,"{T}: Put a coin counter on Wishing Well. When you do, you may cast target instant or sorcery card with mana value equal to the number of coin counters on Wishing Well from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead. Activate only as a sorcery.",n/a,n/a,['U'],['U'],[],blb,rare
"Ygra, Eater of All",{3}{B}{G},5.0,Legendary Creature — Elemental Cat,"Ward—Sacrifice a Food.
Other creatures are Food artifacts in addition to their other types and have ""{2}, {T}, Sacrifice this permanent: You gain 3 life.""
Whenever a Food is put into a graveyard from the battlefield, put two +1/+1 counters on Ygra, Eater of All.",6,6,"['B', 'G']","['B', 'G']",['Ward'],blb,mythic
"Zoraline, Cosmos Caller",{1}{W}{B},3.0,Legendary Creature — Bat Cleric,"Flying, vigilance
Whenever a Bat you control attacks, you gain 1 life.
Whenever Zoraline enters or attacks, you may pay {W}{B} and 2 life. When you do, return target nonland permanent card with mana value 3 or less from your graveyard to the battlefield with a finality counter on it.",3,3,"['B', 'W']","['B', 'W']","['Flying', 'Vigilance']",blb,rare
